address,mac,name,os_name,os_flavor,os_sp,purpose,info,comments
"57.27.205.179","","","Unknown","","","device","",""
"57.108.118.139","","","Unknown","","","device","",""
"57.198.45.175","","","Unknown","","","device","",""
"57.205.172.168","","","Unknown","","","device","",""
"58.63.22.47","","","Unknown","","","device","",""
"58.120.255.180","","","Unknown","","","device","",""
"59.36.117.48","","","Unknown","","","device","",""
"59.98.35.237","","","Unknown","","","device","",""
"59.110.86.214","","","Unknown","","","device","",""
"59.133.239.143","","","Unknown","","","device","",""
"59.146.128.0","","","Unknown","","","device","",""
"59.224.126.24","","","Unknown","","","device","",""
"60.91.151.134","","","Unknown","","","device","",""
"60.114.237.77","","","Unknown","","","device","",""
"60.198.114.143","","","Unknown","","","device","",""
"61.56.98.184","","","Unknown","","","device","",""
"61.118.115.101","","","Unknown","","","device","",""
"61.192.30.240","","","Unknown","","","device","",""
"62.44.141.216","","","Unknown","","","device","",""
"62.220.157.142","","","Unknown","","","device","",""
"64.14.241.47","","","Unknown","","","device","",""
"64.109.149.200","","","Unknown","","","device","",""
"65.22.74.14","","","Unknown","","","device","",""
"66.13.129.194","","","Unknown","","","device","",""
"67.16.241.47","","","Unknown","","","device","",""
"68.2.172.231","","","Unknown","","","device","",""
"68.94.9.81","","","Unknown","","","device","",""
"68.113.107.193","","","Unknown","","","device","",""
"68.200.50.211","","","Unknown","","","device","",""
"69.42.132.109","","","Unknown","","","device","",""
"69.74.181.90","","","Unknown","","","device","",""
"69.112.129.149","","","Unknown","","","device","",""
"69.113.162.11","","","Unknown","","","device","",""
"69.121.174.110","","","Unknown","","","device","",""
"69.171.27.193","","","Unknown","","","device","",""
"69.242.89.174","","","Unknown","","","device","",""
"70.135.106.169","","","Unknown","","","device","",""
"71.44.230.6","","","Unknown","","","device","",""
"71.125.83.177","","","Unknown","","","device","",""
"72.1.11.175","","","Unknown","","","device","",""
"72.169.127.147","","","Unknown","","","device","",""
"73.73.64.158","","","Unknown","","","device","",""
"73.176.32.7","","","Unknown","","","device","",""
"74.36.0.213","","","Unknown","","","device","",""
"74.218.250.146","","","Unknown","","","device","",""
"75.31.249.192","","","Unknown","","","device","",""
"75.41.235.189","","","Unknown","","","device","",""
"75.96.138.15","","","Unknown","","","device","",""
"75.154.81.89","","","Unknown","","","device","",""
"75.154.99.42","","","Unknown","","","device","",""
"75.194.191.117","","","Unknown","","","device","",""
"75.199.28.54","","","Unknown","","","device","",""
"75.254.228.55","","","Unknown","","","device","",""
"76.150.98.213","","","Unknown","","","device","",""
"77.128.15.125","","","Unknown","","","device","",""
"79.25.61.44","","","Unknown","","","device","",""
"79.189.137.40","","","Unknown","","","device","",""
"81.4.13.47","","","Unknown","","","device","",""
"81.10.54.140","","","Unknown","","","device","",""
"81.141.180.175","","","Unknown","","","device","",""
"81.230.229.183","","","Unknown","","","device","",""
"82.26.229.102","","","Unknown","","","device","",""
"82.45.121.254","","","Unknown","","","device","",""
"82.90.204.117","","","Unknown","","","device","",""
"83.133.212.73","","","Unknown","","","device","",""
"84.29.76.138","","","Unknown","","","device","",""
"84.78.218.160","","","Unknown","","","device","",""
"85.12.182.215","","","Unknown","","","device","",""
"85.14.222.73","","","Unknown","","","device","",""
"85.49.37.195","","","Unknown","","","device","",""
"86.102.169.128","","","Unknown","","","device","",""
"87.78.128.82","","","Unknown","","","device","",""
"88.203.4.104","","","Unknown","","","device","",""
"88.227.80.156","","","Unknown","","","device","",""
"89.233.210.24","","","Unknown","","","device","",""
"90.68.79.161","","","Unknown","","","device","",""
"91.153.134.81","","","Unknown","","","device","",""
"91.168.138.87","","","Unknown","","","device","",""
"92.105.86.242","","","Unknown","","","device","",""
"94.123.153.171","","","Unknown","","","device","",""
"94.172.120.64","","","Unknown","","","device","",""
"94.213.142.92","","","Unknown","","","device","",""
"94.214.228.170","","","Unknown","","","device","",""
"94.236.213.5","","","Unknown","","","device","",""
"95.203.153.56","","","Unknown","","","device","",""
"96.34.101.208","","","Unknown","","","device","",""
"97.97.48.75","","","Unknown","","","device","",""
"97.188.91.76","","","Unknown","","","device","",""
"97.237.165.209","","","Unknown","","","device","",""
"98.14.251.21","","","Unknown","","","device","",""
"98.234.219.104","","","Unknown","","","device","",""
"99.5.121.215","","","Unknown","","","device","",""
"99.66.48.183","","","Unknown","","","device","",""
"99.121.246.214","","","Unknown","","","device","",""
"99.151.1.58","","","Unknown","","","device","",""
"99.201.239.223","","","Unknown","","","device","",""
"99.255.153.129","","","Unknown","","","device","",""
"100.67.22.214","","","Unknown","","","device","",""
"101.13.52.251","","","Unknown","","","device","",""
"101.32.248.108","","","Unknown","","","device","",""
"104.128.120.93","","","Unknown","","","device","",""
"104.176.100.206","","","Unknown","","","device","",""
"104.186.222.215","","","Unknown","","","device","",""
"104.245.164.10","","","Unknown","","","device","",""
"105.73.108.108","","","Unknown","","","device","",""
"105.154.232.87","","","Unknown","","","device","",""
"106.100.54.91","","","Unknown","","","device","",""
"107.117.139.43","","","Unknown","","","device","",""
"108.18.17.206","","","Unknown","","","device","",""
"109.0.148.170","","","Unknown","","","device","",""
"109.22.39.179","","","Unknown","","","device","",""
"109.63.16.219","","","Unknown","","","device","",""
"109.74.167.6","","","Unknown","","","device","",""
"110.138.83.98","","","Unknown","","","device","",""
"111.55.117.55","","","Unknown","","","device","",""
"112.81.130.200","","","Unknown","","","device","",""
"112.107.206.221","","","Unknown","","","device","",""
"112.116.51.181","","","Unknown","","","device","",""
"112.142.75.204","","","Unknown","","","device","",""
"112.191.154.74","","","Unknown","","","device","",""
"112.217.79.196","","","Unknown","","","device","",""
"112.239.203.247","","","Unknown","","","device","",""
"113.169.7.169","","","Unknown","","","device","",""
"114.71.191.144","","","Unknown","","","device","",""
"114.212.25.20","","","Unknown","","","device","",""
"115.229.167.83","","","Unknown","","","device","",""
"115.249.145.78","","","Unknown","","","device","",""
"116.32.120.83","","","Unknown","","","device","",""
"116.213.189.160","","","Unknown","","","device","",""
"117.254.237.6","","","Unknown","","","device","",""
"118.112.96.252","","","Unknown","","","device","",""
"118.139.240.238","","","Unknown","","","device","",""
"118.165.163.57","","","Unknown","","","device","",""
"118.206.100.243","","","Unknown","","","device","",""
"119.205.93.113","","","Unknown","","","device","",""
"119.247.113.116","","","Unknown","","","device","",""
"120.117.235.172","","","Unknown","","","device","",""
"120.157.126.134","","","Unknown","","","device","",""
"120.181.41.236","","","Unknown","","","device","",""
"120.185.70.28","","","Unknown","","","device","",""
"120.187.212.153","","","Unknown","","","device","",""
"120.216.143.124","","","Unknown","","","device","",""
"121.11.159.194","","","Unknown","","","device","",""
"121.23.213.2","","","Unknown","","","device","",""
"121.90.93.152","","","Unknown","","","device","",""
"121.96.113.125","","","Unknown","","","device","",""
"122.90.203.247","","","Unknown","","","device","",""
"123.137.224.197","","","Unknown","","","device","",""
"124.11.150.99","","","Unknown","","","device","",""
"124.74.162.197","","","Unknown","","","device","",""
"124.120.26.32","","","Unknown","","","device","",""
"124.215.88.89","","","Unknown","","","device","",""
"124.248.245.192","","","Unknown","","","device","",""
"125.157.55.147","","","Unknown","","","device","",""
"125.157.170.128","","","Unknown","","","device","",""
"125.249.7.17","","","Unknown","","","device","",""
"126.1.177.4","","","Unknown","","","device","",""
"126.10.135.237","","","Unknown","","","device","",""
"126.114.202.108","","","Unknown","","","device","",""
"128.14.239.100","","","Unknown","","","device","",""
"128.47.19.126","","","Unknown","","","device","",""
"128.211.237.36","","","Unknown","","","device","",""
"129.102.24.53","","","Unknown","","","device","",""
"129.111.164.40","","","Unknown","","","device","",""
"129.130.123.87","","","Unknown","","","device","",""
"129.149.40.112","","","Unknown","","","device","",""
"130.110.189.24","","","Unknown","","","device","",""
"130.138.224.68","","","Unknown","","","device","",""
"130.239.207.200","","","Unknown","","","device","",""
"130.241.243.34","","","Unknown","","","device","",""
"132.32.50.166","","","Unknown","","","device","",""
"132.210.179.126","","","Unknown","","","device","",""
"133.144.175.238","","","Unknown","","","device","",""
"133.164.106.47","","","Unknown","","","device","",""
"134.138.151.226","","","Unknown","","","device","",""
"135.96.52.21","","","Unknown","","","device","",""
"136.247.2.119","","","Unknown","","","device","",""
"137.50.182.43","","","Unknown","","","device","",""
"137.180.229.111","","","Unknown","","","device","",""
"138.28.2.217","","","Unknown","","","device","",""
"139.56.116.49","","","Unknown","","","device","",""
"139.78.75.119","","","Unknown","","","device","",""
"139.90.88.229","","","Unknown","","","device","",""
"139.149.157.21","","","Unknown","","","device","",""
"140.95.229.168","","","Unknown","","","device","",""
"140.101.229.7","","","Unknown","","","device","",""
"140.163.0.116","","","Unknown","","","device","",""
"140.193.244.198","","","Unknown","","","device","",""
"141.11.144.120","","","Unknown","","","device","",""
"141.242.3.204","","","Unknown","","","device","",""
"142.26.36.104","","","Unknown","","","device","",""
"143.180.32.251","","","Unknown","","","device","",""
"143.228.5.77","","","Unknown","","","device","",""
"145.27.110.40","","","Unknown","","","device","",""
"145.201.27.92","","","Unknown","","","device","",""
"145.213.147.181","","","Unknown","","","device","",""
"145.233.22.126","","","Unknown","","","device","",""
"146.22.144.223","","","Unknown","","","device","",""
"146.90.60.78","","","Unknown","","","device","",""
"146.158.83.88","","","Unknown","","","device","",""
"147.138.5.243","","","Unknown","","","device","",""
"147.178.119.123","","","Unknown","","","device","",""
"148.0.236.104","","","Unknown","","","device","",""
"148.17.213.21","","","Unknown","","","device","",""
"148.124.109.8","","","Unknown","","","device","",""
"148.142.157.226","","","Unknown","","","device","",""
"148.176.200.103","","","Unknown","","","device","",""
"149.15.207.201","","","Unknown","","","device","",""
"149.215.197.98","","","Unknown","","","device","",""
"150.233.168.37","","","Unknown","","","device","",""
"150.248.130.120","","","Unknown","","","device","",""
"151.162.150.132","","","Unknown","","","device","",""
"151.239.160.2","","","Unknown","","","device","",""
"153.4.98.67","","","Unknown","","","device","",""
"153.169.237.137","","","Unknown","","","device","",""
"154.149.241.240","","","Unknown","","","device","",""
"154.166.180.49","","","Unknown","","","device","",""
"155.29.95.127","","","Unknown","","","device","",""
"156.220.199.158","","","Unknown","","","device","",""
"157.18.211.95","","","Unknown","","","device","",""
"158.81.53.109","","","Unknown","","","device","",""
"158.83.213.86","","","Unknown","","","device","",""
"158.193.155.22","","","Unknown","","","device","",""
"158.238.228.198","","","Unknown","","","device","",""
"159.82.235.252","","","Unknown","","","device","",""
"160.151.219.166","","","Unknown","","","device","",""
"161.54.32.123","","","Unknown","","","device","",""
"161.103.226.253","","","Unknown","","","device","",""
"162.200.124.143","","","Unknown","","","device","",""
"163.2.253.201","","","Unknown","","","device","",""
"163.47.108.251","","","Unknown","","","device","",""
"163.51.13.71","","","Unknown","","","device","",""
"163.70.22.30","","","Unknown","","","device","",""
"163.227.80.112","","","Unknown","","","device","",""
"164.148.10.227","","","Unknown","","","device","",""
"164.168.14.19","","","Unknown","","","device","",""
"166.52.182.148","","","Unknown","","","device","",""
"167.220.79.247","","","Unknown","","","device","",""
"167.225.139.77","","","Unknown","","","device","",""
"167.241.230.248","","","Unknown","","","device","",""
"168.47.227.244","","","Unknown","","","device","",""
"168.157.111.166","","","Unknown","","","device","",""
"168.231.54.218","","","Unknown","","","device","",""
"168.231.240.165","","","Unknown","","","device","",""
"169.1.33.199","","","Unknown","","","device","",""
"169.148.30.73","","","Unknown","","","device","",""
"169.174.228.183","","","Unknown","","","device","",""
"169.233.126.192","","","Unknown","","","device","",""
"169.244.218.187","","","Unknown","","","device","",""
"170.242.191.141","","","Unknown","","","device","",""
"171.33.40.100","","","Unknown","","","device","",""
"171.127.185.71","","","Unknown","","","device","",""
"171.253.70.167","","","Unknown","","","device","",""
"172.196.207.172","","","Unknown","","","device","",""
"173.200.220.86","","","Unknown","","","device","",""
"173.201.36.152","","","Unknown","","","device","",""
"173.205.201.127","","","Unknown","","","device","",""
"173.216.2.200","","","Unknown","","","device","",""
"173.220.252.156","","","Unknown","","","device","",""
"174.39.75.82","","","Unknown","","","device","",""
"174.204.192.120","","","Unknown","","","device","",""
"174.218.98.92","","","Unknown","","","device","",""
"174.252.45.230","","","Unknown","","","device","",""
"175.170.88.195","","","Unknown","","","device","",""
"176.56.237.237","","","Unknown","","","device","",""
"176.76.51.125","","","Unknown","","","device","",""
"177.86.170.186","","","Unknown","","","device","",""
"177.94.156.75","","","Unknown","","","device","",""
"178.111.209.120","","","Unknown","","","device","",""
"178.113.132.79","","","Unknown","","","device","",""
"179.71.7.122","","","Unknown","","","device","",""
"179.246.113.47","","","Unknown","","","device","",""
"180.7.76.240","","","Unknown","","","device","",""
"180.222.122.235","","","Unknown","","","device","",""
"182.8.66.0","","","Unknown","","","device","",""
"182.96.192.130","","","Unknown","","","device","",""
"182.237.120.106","","","Unknown","","","device","",""
"183.28.173.65","","","Unknown","","","device","",""
"183.46.212.217","","","Unknown","","","device","",""
"183.139.11.244","","","Unknown","","","device","",""
"183.235.132.209","","","Unknown","","","device","",""
"184.26.25.64","","","Unknown","","","device","",""
"184.43.132.180","","","Unknown","","","device","",""
"184.94.69.212","","","Unknown","","","device","",""
"185.130.123.32","","","Unknown","","","device","",""
"186.25.186.50","","","Unknown","","","device","",""
"186.41.49.194","","","Unknown","","","device","",""
"187.147.198.30","","","Unknown","","","device","",""
"187.188.134.166","","","Unknown","","","device","",""
"188.30.58.71","","","Unknown","","","device","",""
"188.81.192.180","","","Unknown","","","device","",""
"188.122.52.76","","","Unknown","","","device","",""
"188.160.81.49","","","Unknown","","","device","",""
"189.115.62.115","","","Unknown","","","device","",""
"189.120.56.106","","","Unknown","","","device","",""
"190.89.218.194","","","Unknown","","","device","",""
"190.114.238.155","","","Unknown","","","device","",""
"190.153.103.93","","","Unknown","","","device","",""
"190.170.138.69","","","Unknown","","","device","",""
"190.173.58.37","","","Unknown","","","device","",""
"190.219.62.241","","","Unknown","","","device","",""
"191.26.19.93","","","Unknown","","","device","",""
"191.91.107.42","","","Unknown","","","device","",""
"191.192.219.103","","","Unknown","","","device","",""
"191.248.199.126","","","Unknown","","","device","",""
"192.168.2.1","","","Unknown","","","device","",""
"192.168.2.15","","","Unknown","","","device","",""
"192.168.2.17","","","Unknown","","","device","",""
"192.168.2.76","","","Unknown","","","device","",""
"192.168.2.141","","","Unknown","","","device","",""
"192.205.35.87","","","Unknown","","","device","",""
"193.236.41.45","","","Unknown","","","device","",""
"194.174.212.166","","","Unknown","","","device","",""
"194.182.22.238","","","Unknown","","","device","",""
"194.242.209.202","","","Unknown","","","device","",""
"194.249.188.188","","","Unknown","","","device","",""
"196.37.137.64","","","Unknown","","","device","",""
"196.204.106.226","","","Unknown","","","device","",""
"196.227.84.56","","","Unknown","","","device","",""
"197.16.42.147","","","","","","","",""
"197.91.26.138","","","Unknown","","","device","",""
"197.174.91.187","","","Unknown","","","device","",""
"198.37.100.5","","","Unknown","","","device","",""
"198.48.13.82","","","Unknown","","","device","",""
"198.182.163.253","","","Unknown","","","device","",""
"199.67.107.80","","","Unknown","","","device","",""
"200.66.159.77","","","Unknown","","","device","",""
"200.201.233.78","","","Unknown","","","device","",""
"200.203.153.139","","","Unknown","","","device","",""
"200.221.205.90","","","Unknown","","","device","",""
"201.86.72.71","","","Unknown","","","device","",""
"201.141.4.16","","","Unknown","","","device","",""
"201.167.188.179","","","Unknown","","","device","",""
"201.210.175.110","","","Unknown","","","device","",""
"201.238.81.143","","","Unknown","","","device","",""
"203.75.228.13","","","Unknown","","","device","",""
"203.161.91.92","","","Unknown","","","device","",""
"204.55.45.140","","","Unknown","","","device","",""
"204.126.91.146","","","Unknown","","","device","",""
"205.0.80.105","","","Unknown","","","device","",""
"205.139.63.76","","","Unknown","","","device","",""
"205.250.247.160","","","Unknown","","","device","",""
"207.45.226.91","","","Unknown","","","device","",""
"207.63.137.140","","","Unknown","","","device","",""
"207.126.241.13","","","Unknown","","","device","",""
"207.127.172.246","","","Unknown","","","device","",""
"208.42.180.87","","","Unknown","","","device","",""
"208.101.207.80","","","Unknown","","","device","",""
"208.250.46.170","","","Unknown","","","device","",""
"210.150.202.58","","","Unknown","","","device","",""
"210.158.203.194","","","Unknown","","","device","",""
"210.167.145.58","","","Unknown","","","device","",""
"211.17.208.50","","","Unknown","","","device","",""
"212.169.64.196","","","Unknown","","","device","",""
"212.232.22.157","","","Unknown","","","device","",""
"213.118.97.87","","","Unknown","","","device","",""
"214.28.64.192","","","Unknown","","","device","",""
"214.90.79.184","","","Unknown","","","device","",""
"214.176.113.52","","","Unknown","","","device","",""
"214.209.232.245","","","Unknown","","","device","",""
"216.2.143.207","","","Unknown","","","device","",""
"217.117.158.176","","","Unknown","","","device","",""
"217.248.158.229","","","Unknown","","","device","",""
"218.3.73.192","","","Unknown","","","device","",""
"218.255.204.187","","","Unknown","","","device","",""
"219.112.123.251","","","Unknown","","","device","",""
"219.195.121.97","","","Unknown","","","device","",""
"219.251.210.65","","","Unknown","","","device","",""
"220.98.60.87","","","Unknown","","","device","",""
"220.157.205.145","","","Unknown","","","device","",""
"222.11.204.75","","","Unknown","","","device","",""
"222.163.193.110","","","Unknown","","","device","",""
"223.9.195.165","","","Unknown","","","device","",""
"223.50.37.152","","","Unknown","","","device","",""
"223.58.222.214","","","Unknown","","","device","",""
"223.74.205.2","","","Unknown","","","device","",""
"223.83.107.35","","","Unknown","","","device","",""
"223.97.191.202","","","Unknown","","","device","",""
"223.99.229.46","","","Unknown","","","device","",""
"223.183.168.170","","","Unknown","","","device","",""
"223.213.160.8","","","Unknown","","","device","",""
"223.223.245.168","","","Unknown","","","device","",""
"223.228.30.62","","","Unknown","","","device","",""
