Time,Host,Service,Port,Protocol,Type,Data
"2015-05-26 01:09:16 UTC","10.0.0.143","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 e6:5e:d0:1e:64:b3:da:cd:47:fd:c8:d3:74:c9:f8:91 (DSA)\n2048 8a:27:29:bd:2c:f3:82:de:b1:e1:2f:1f:aa:09:f3:3a (RSA)""}"
"2015-05-26 01:09:16 UTC","10.0.0.143","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).\nDid not follow redirect to https://esx1-vmk.standrews-de.org/""}"
"2015-05-26 01:09:16 UTC","10.0.0.143","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:16 UTC","10.0.0.143","imap","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:16 UTC","10.0.0.143","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""\"" + ID_EESX_Welcome + \""""}"
"2015-05-26 01:09:16 UTC","10.0.0.143","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:16 UTC","10.0.0.143","https","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=esx1.man.standrews-de.org/organizationName=VMware, Inc/stateOrProvinceName=California/countryName=US\nIssuer: organizationName=VMware Installer\nPublic Key type: rsa\nPublic Key bits: 1024\nNot valid before: 2009-06-01 17:00:00\nNot valid after: 2020-11-30 17:00:00\nMD5: 8c55 cd34 f9ed 24e8 e1f4 7a9c 7823 7a1c\nSHA-1: c45b 1bf0 6350 ef63 a050 e39f db47 5836 59e1 19d9""}"
"2015-05-26 01:09:17 UTC","10.0.0.145","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).\nDid not follow redirect to https://esx2.standrews-de.org/""}"
"2015-05-26 01:09:17 UTC","10.0.0.145","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:17 UTC","10.0.0.145","imap","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:17 UTC","10.0.0.145","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""\"" + ID_EESX_Welcome + \""""}"
"2015-05-26 01:09:17 UTC","10.0.0.145","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 2c:45:fd:0a:71:da:b6:1e:97:f9:0e:c3:1e:e9:df:48 (DSA)\n2048 5f:1c:68:1a:39:1d:50:50:4a:07:6b:e3:3b:f5:3d:aa (RSA)""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Did not follow redirect to https://esx2-drac.standrews-de.org/start.html and no page was returned.""}"
"2015-05-26 01:09:17 UTC","10.0.0.145","https","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=localhost.localdomain/organizationName=VMware, Inc/stateOrProvinceName=California/countryName=US\nIssuer: organizationName=VMware Installer\nPublic Key type: rsa\nPublic Key bits: 1024\nNot valid before: 2010-06-28 17:00:05\nNot valid after: 2021-12-27 17:00:05\nMD5: b14f 7ce9 f75d 6ee0 e60a 81bb 6648 6102\nSHA-1: 0d8c 055d e690 5726 b63f a4a5 9b0c 8684 2c2e 0cdd""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 301)""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","http","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""Site doesn't have a title (text/html).\nRequested resource was https://esx2-drac.standrews-de.org:443/start.html""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","http","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""OPTIONS TRACE GET HEAD POST\nPotentially risky methods: TRACE\nSee http://nmap.org/nsedoc/scripts/http-methods.html""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","http","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=iDRAC6 default certificate/organizationName=Dell Inc./stateOrProvinceName=Texas/countryName=US\nIssuer: commonName=iDRAC6 default certificate/organizationName=Dell Inc./stateOrProvinceName=Texas/countryName=US\nPublic Key type: rsa\nPublic Key bits: 1024\nNot valid before: 2009-09-17 22:47:28\nNot valid after: 2019-09-15 22:47:28\nMD5: 0f24 69fc 94ef 7ffc b641 d2ab 03fa 3e35\nSHA-1: eade 8c43 459b 1fbe b106 3092 68af 75d6 6d39 b7fd""}"
"2015-05-26 01:09:17 UTC","10.0.0.146","vnc","5900","tcp","nmap.nse.vnc-info.tcp.5900","{""output""=>"" \n ERROR: ERROR: VNC:handshake failed to receive protocol version""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 64:0b:2c:cb:a7:6a:6a:bf:98:5c:60:03:c1:a0:a3:6c (DSA)\n2048 35:63:fa:42:f6:37:dc:a8:55:e8:96:3a:c7:37:19:40 (RSA)""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Moved Temporarily\nDid not follow redirect to https://esx3-drac.standrews-de.org/start.html""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 405)""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 405)""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""Site doesn't have a title (text/html).\nRequested resource was https://esx3-drac.standrews-de.org/start.html""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","https","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=idrac/organizationName=Dell Inc./stateOrProvinceName=Texas/countryName=US\nIssuer: commonName=idrac/organizationName=Dell Inc./stateOrProvinceName=Texas/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: Can't parse; string is \""20150211151400Z\""\nNot valid after: Can't parse; string is \""20250212151400Z\""\nMD5: 0884 467d 332d 430a df0c 9f3d 319a ce1b\nSHA-1: 2352 f009 49db 0c21 8908 9b74 1e2c e3e5 2898 64d2""}"
"2015-05-26 01:09:17 UTC","10.0.0.147","vnc","5900","tcp","nmap.nse.vnc-info.tcp.5900","{""output""=>"" \n ERROR: ERROR: VNC:handshake failed to receive protocol version""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 f4:b5:c7:38:4e:41:36:e0:b4:11:42:f6:e1:97:34:93 (DSA)\n2048 d2:f1:a7:d8:8f:67:7c:cb:cc:1b:4f:b9:93:e3:16:07 (RSA)""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).\nDid not follow redirect to https://esx3.standrews-de.org/""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","imap","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""\"" + ID_EESX_Welcome + \""""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","https","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""\"" + ID_VC_Welcome + \""""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","https","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","https","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=localhost.localdom/organizationName=VMware, Inc./stateOrProvinceName=California/countryName=US\nIssuer: commonName=localhost.localdom CA bf526332/organizationName=VMware, Inc./stateOrProvinceName=California/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-05-07 19:41:39\nNot valid after: 2024-05-05 19:41:39\nMD5: 2915 ed7b f709 fc9a 89a0 d05c 7bb0 bf63\nSHA-1: 9000 9146 fcc6 5366 7a6f e96b b739 2ff7 6744 9f4a""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","http","8443","tcp","nmap.nse.http-title.tcp.8443","{""output""=>""VMware vFabric tc Server &#38;#8212; Standard Edition""}"
"2015-05-26 01:09:17 UTC","10.0.0.148","https","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=localhost.localdomain/organizationName=VMware, Inc/stateOrProvinceName=California/countryName=US\nIssuer: organizationName=VMware Installer\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2015-02-16 11:39:39\nNot valid after: 2026-08-17 11:39:39\nMD5: d30e 7ec9 174e 786f 9794 4c7d 8061 ee6f\nSHA-1: 9cc3 9d0d da33 93ff 31ae 3a49 81aa 25fa 2626 038a""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 61:57:88:98:9a:ba:38:94:e5:63:6d:e3:71:46:ca:bc (DSA)\n1024 f7:42:2c:8f:5d:0a:c7:2b:2b:84:bd:3b:cb:33:60:06 (RSA)""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).\nDid not follow redirect to https://esx-vca.standrews-de.org/""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","http","8443","tcp","nmap.nse.http-methods.tcp.8443","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:25 UTC","10.0.0.214","mysql","3306","tcp","nmap.nse.mysql-info.tcp.3306","{""output""=>""Protocol: 10\nVersion: 5.5.40-0ubuntu0.14.04.1\nThread ID: 708034\nSome Capabilities: Long Passwords, Connect with DB, Compress, ODBC, Transactions, Secure Connection\nStatus: Autocommit\nSalt: c8+ptse$\n""}"
"2015-05-26 01:09:25 UTC","10.0.0.214","http","8080","tcp","nmap.nse.http-methods.tcp.8080","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:18 UTC","10.0.0.150","http","8443","tcp","nmap.nse.ssl-cert.tcp.8443","{""output""=>""Subject: commonName=localhost.localdom/organizationName=VMware, Inc./stateOrProvinceName=California/countryName=US\nIssuer: commonName=localhost.localdom CA bf526332/organizationName=VMware, Inc./stateOrProvinceName=California/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-05-07 19:41:39\nNot valid after: 2024-05-05 19:41:39\nMD5: 2915 ed7b f709 fc9a 89a0 d05c 7bb0 bf63\nSHA-1: 9000 9146 fcc6 5366 7a6f e96b b739 2ff7 6744 9f4a""}"
"2015-05-26 01:09:18 UTC","10.0.0.152","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 39:3d:a5:85:91:fa:dc:cc:c1:50:70:81:89:68:ce:7b (DSA)\n1024 13:4c:10:16:19:b9:e0:4e:87:f5:c7:b2:2b:0c:76:1d (RSA)""}"
"2015-05-26 01:09:18 UTC","10.0.0.152","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""302 Found\nDid not follow redirect to https://esx-vdp.standrews-de.org/""}"
"2015-05-26 01:09:18 UTC","10.0.0.152","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 302)""}"
"2015-05-26 01:09:18 UTC","10.0.0.152","imap","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:18 UTC","10.0.0.152","interwise","7778","tcp","nmap.nse.ssl-cert.tcp.7778","{""output""=>""Subject: commonName=Administrator/organizationName=EMC/stateOrProvinceName=California/countryName=US\nIssuer: commonName=Administrator/organizationName=EMC/stateOrProvinceName=California/countryName=US\nPublic Key type: dsa\nPublic Key bits: 1024\nNot valid before: 2008-01-31 23:18:56\nNot valid after: 2018-01-28 23:18:56\nMD5: 6142 fccd fccb 6e59 cc48 5ed9 7105 f0b4\nSHA-1: f161 a7fe 36a9 e97e db92 ae89 0552 13b6 3cfa 55a7""}"
"2015-05-26 01:09:18 UTC","10.0.0.161","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Requested resource was http://apc-arts.standrews-de.org/home.htm and no page was returned.""}"
"2015-05-26 01:09:18 UTC","10.0.0.161","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 303)""}"
"2015-05-26 01:09:18 UTC","10.0.0.161","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:18 UTC","10.0.0.162","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 401)""}"
"2015-05-26 01:09:18 UTC","10.0.0.162","http","80","tcp","nmap.nse.http-auth.tcp.80","{""output""=>""\nHTTP/1.1 401 Unauthorized\r\n Basic realm=APC Management Card\n""}"
"2015-05-26 01:09:18 UTC","10.0.0.162","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Protected Object""}"
"2015-05-26 01:09:18 UTC","10.0.0.162","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:18 UTC","10.0.0.163","","","","nmap.nse.smb-security-mode.host","{""output""=>""\n Account that was used for smb scripts: guest\n User-level authentication\n SMB Security: Challenge/response passwords supported\n Message signing disabled (dangerous, but default)\n""}"
"2015-05-26 01:09:18 UTC","10.0.0.163","","","","nmap.nse.smb-os-discovery.host","{""output""=>""\n OS: Unix (Samba 3.6.25)\n Computer name: ArtsMedia1\n Domain name: \n FQDN: ArtsMedia1\n NetBIOS computer name: \n System time: 2015-05-25 20:56:33 UTC-4\n""}"
"2015-05-26 01:09:18 UTC","10.0.0.163","","","","nmap.nse.smbv2-enabled.host","{""output""=>""Server supports SMBv2 protocol""}"
"2015-05-26 01:09:25 UTC","10.0.0.214","http","8080","tcp","nmap.nse.http-title.tcp.8080","{""output""=>""400 Bad Request""}"
"2015-05-26 01:09:18 UTC","10.0.0.163","","","","nmap.nse.nbstat.host","{""output""=>""\n NetBIOS name: ARTSMEDIA1, NetBIOS user: <unknown>, NetBIOS MAC: <unknown>\n Names\n ARTSMEDIA1<00> Flags: <unique><active>\n ARTSMEDIA1<03> Flags: <unique><active>\n ARTSMEDIA1<20> Flags: <unique><active>\n NAS<1e> Flags: <group><active>\n NAS<00> Flags: <group><active>\n""}"
"2015-05-26 01:09:18 UTC","10.0.0.163","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).""}"
"2015-05-26 01:09:18 UTC","10.0.0.163","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","443","tcp","nmap.nse.http-robots.txt.tcp.443","{""output""=>""2 disallowed entries \n/cgi-bin/ /*.html$""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""Site doesn't have a title (text/html; charset=UTF-8).""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=TS Series NAS/organizationName=QNAP Systems Inc./stateOrProvinceName=Taiwan/countryName=TW\nIssuer: commonName=TS Series NAS/organizationName=QNAP Systems Inc./stateOrProvinceName=Taiwan/countryName=TW\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2011-07-12 04:20:13\nNot valid after: 2021-07-09 04:20:13\nMD5: 7845 e282 c85d 7bc0 5bc6 84a4 d400 f14e\nSHA-1: a441 6535 61e5 604e dfde 247b af67 1605 58f4 544a""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","afp","548","tcp","nmap.nse.afp-serverinfo.tcp.548","{""output""=>""\n | Server Flags: 0x8f79\n | Super Client: Yes\n | UUIDs: Yes\n | UTF8 Server Name: Yes\n | Open Directory: Yes\n | Reconnect: No\n | Server Notifications: Yes\n | TCP/IP: Yes\n | Server Signature: Yes\n | ServerMessages: Yes\n | Password Saving Prohibited: No\n | Password Changing: No\n |_ Copy File: Yes\n Server Name: ArtsMedia1\n Machine Type: Netatalk3.0.5\n AFP Versions: AFP2.2, AFPX03, AFP3.1, AFP3.2, AFP3.3\n UAMs: DHX2, No User Authent, Cleartxt Passwrd\n Server Signature: 74928a4f537835de69eb60153be177bb\n Network Address 1: 10.0.0.163\n UTF8 Server Name: ArtsMedia1\n""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","ipp","631","tcp","nmap.nse.http-methods.tcp.631","{""output""=>""GET HEAD OPTIONS POST PUT\nPotentially risky methods: PUT\nSee http://nmap.org/nsedoc/scripts/http-methods.html""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","8080","tcp","nmap.nse.http-title.tcp.8080","{""output""=>""Site doesn't have a title (text/html; charset=UTF-8).""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","8080","tcp","nmap.nse.http-methods.tcp.8080","{""output""=>""No Allow or Public header in OPTIONS response (status code 501)""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","8080","tcp","nmap.nse.http-robots.txt.tcp.8080","{""output""=>""2 disallowed entries \n/cgi-bin/ /*.html$""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","8080","tcp","nmap.nse.http-open-proxy.tcp.8080","{""output""=>""Proxy might be redirecting requests""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","8081","tcp","nmap.nse.http-title.tcp.8081","{""output""=>""400 Bad Request""}"
"2015-05-26 01:09:19 UTC","10.0.0.163","http","8081","tcp","nmap.nse.http-methods.tcp.8081","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:19 UTC","10.0.0.166","","","","nmap.nse.smb-security-mode.host","{""output""=>""\n Account that was used for smb scripts: guest\n User-level authentication\n SMB Security: Challenge/response passwords supported\n Message signing required\n""}"
"2015-05-26 01:09:19 UTC","10.0.0.166","","","","nmap.nse.smbv2-enabled.host","{""output""=>""Server supports SMBv2 protocol""}"
"2015-05-26 01:09:25 UTC","10.0.0.214","http","8081","tcp","nmap.nse.http-title.tcp.8081","{""output""=>""Index of /""}"
